id,p_id,p_category,p_title,p_img_small,p_img_medium,p_img_large,p_retail_price,retail_currency,p_productBrand,p_product_url,p_instalk,p_cod
85,LANDX3FGGDAEXA3J,landline_phones,"Panasonic KX TG 2711 Cordless Landline Phone(Black, Silver)",https://rukminim1.flixcart.com/image/200/200/landline-phone/a/3/j/panasonic-kx-tg-2711-original-imadx37hv8yzv5wz.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/a/3/j/panasonic-kx-tg-2711-original-imadx37hv8yzv5wz.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/a/3/j/panasonic-kx-tg-2711-original-imadx37hv8yzv5wz.jpeg?q=90,3447,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg-2711-cordless-landline-phone/p/itmdx3fgdcgb5xdy?pid=LANDX3FGGDAEXA3J&affid=anoopcomp,1,1
86,LANEDP6SJGSKUDAK,landline_phones,Panasonic KX-PRS110 Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/d/a/k/panasonic-kx-prs110-original-imaedp5c38mykggc.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/d/a/k/panasonic-kx-prs110-original-imaedp5c38mykggc.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/d/a/k/panasonic-kx-prs110-original-imaedp5c38mykggc.jpeg?q=90,11999,0,Panasonic,https://www.flipkart.com/panasonic-kx-prs110-cordless-landline-phone/p/itmedp6sjryf3dyb?pid=LANEDP6SJGSKUDAK&affid=anoopcomp,1,1
87,LANE9HAHDMZZUHVT,landline_phones,Beetel M 56 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/h/v/t/beetel-m-56-original-imae9gr2ucnrsfbh.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/h/v/t/beetel-m-56-original-imae9gr2ucnrsfbh.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/h/v/t/beetel-m-56-original-imae9gr2ucnrsfbh.jpeg?q=90,1049,0,Beetel,https://www.flipkart.com/beetel-m-56-corded-landline-phone/p/itme9hahhs7cyxff?pid=LANE9HAHDMZZUHVT&affid=anoopcomp,1,1
88,LANDXEM8WQUMKQWT,landline_phones,"Beetel M73 Stylish Retro Design Corded Landline Phone(Black, White)",https://rukminim1.flixcart.com/image/200/200/landline-phone/q/w/t/beetel-m73-stylish-retro-design-original-imadxgj8bpatuaug.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/q/w/t/beetel-m73-stylish-retro-design-original-imadxgj8bpatuaug.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/q/w/t/beetel-m73-stylish-retro-design-original-imadxgj8bpatuaug.jpeg?q=90,1690,0,Beetel,https://www.flipkart.com/beetel-m73-stylish-retro-design-corded-landline-phone/p/itmdus8zxzbmwhzw?pid=LANDXEM8WQUMKQWT&affid=anoopcomp,1,1
89,LANEHYZ7WBFKJXYG,landline_phones,Panasonic KX-TG6722BX Cordless Landline Phone with Answering Machine(Silver n Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/x/y/g/panasonic-kx-tg6722bx-original-imaehx4rce58rb6z.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/x/y/g/panasonic-kx-tg6722bx-original-imaehx4rce58rb6z.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/x/y/g/panasonic-kx-tg6722bx-original-imaehx4rce58rb6z.jpeg?q=90,9000,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg6722bx-cordless-landline-phone-answering-machine/p/itmehyz7z6bfvdhq?pid=LANEHYZ7WBFKJXYG&affid=anoopcomp,0,1
90,LANEHY6D4AGQTZHH,landline_phones,Panasonic KX-TG6811FXB Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/z/h/h/panasonic-kx-tg6811fxb-original-imaehxzffkegagkn.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/z/h/h/panasonic-kx-tg6811fxb-original-imaehxzffkegagkn.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/z/h/h/panasonic-kx-tg6811fxb-original-imaehxzffkegagkn.jpeg?q=90,4495,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg6811fxb-cordless-landline-phone/p/itmehy6dhyvv5uur?pid=LANEHY6D4AGQTZHH&affid=anoopcomp,1,1
91,LANDUS36GZUHZRYJ,landline_phones,Panasonic KX-TG 1613 Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/r/y/j/panasonic-kx-tg-1613-original-imadusa6gjveeymg.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/r/y/j/panasonic-kx-tg-1613-original-imadusa6gjveeymg.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/r/y/j/panasonic-kx-tg-1613-original-imadusa6gjveeymg.jpeg?q=90,6999,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg-1613-cordless-landline-phone/p/itmdus36hz4gddsx?pid=LANDUS36GZUHZRYJ&affid=anoopcomp,1,1
92,LANEG47FMHBRG9H3,landline_phones,Panasonic KX-TG3551SXM Cordless Landline Phone(Metallic),https://rukminim1.flixcart.com/image/200/200/landline-phone/9/h/3/panasonic-kx-tg3551sxm-original-imaeg3trz33zvqgn.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/9/h/3/panasonic-kx-tg3551sxm-original-imaeg3trz33zvqgn.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/9/h/3/panasonic-kx-tg3551sxm-original-imaeg3trz33zvqgn.jpeg?q=90,2750,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg3551sxm-cordless-landline-phone/p/itmeg47fqh5yqrbt?pid=LANEG47FMHBRG9H3&affid=anoopcomp,1,1
93,LANDTKYRB7HJF2TD,landline_phones,Panasonic PA-KX-TG2511 Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/2/t/d/panasonic-pa-kx-tg2511-original-imadthgwjmqvx4gv.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/2/t/d/panasonic-pa-kx-tg2511-original-imadthgwjmqvx4gv.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/2/t/d/panasonic-pa-kx-tg2511-original-imadthgwjmqvx4gv.jpeg?q=90,2999,0,Panasonic,https://www.flipkart.com/panasonic-pa-kx-tg2511-cordless-landline-phone/p/itmdthycwerzkm75?pid=LANDTKYRB7HJF2TD&affid=anoopcomp,1,1
94,LANE4DZFYXJBCP6H,landline_phones,Grandstream GXP2130 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/p/6/h/grandstream-gxp2130-original-imae4dnezxyytevz.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/p/6/h/grandstream-gxp2130-original-imae4dnezxyytevz.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/p/6/h/grandstream-gxp2130-original-imae4dnezxyytevz.jpeg?q=90,8500,0,Grandstream,https://www.flipkart.com/grandstream-gxp2130-corded-landline-phone/p/itme4dzf4bchbdsg?pid=LANE4DZFYXJBCP6H&affid=anoopcomp,0,1
95,LANEH9A8R9NUZEF8,landline_phones,Panasonic KX-TG5511 Cordless Landline Phone(coffe brown),https://rukminim1.flixcart.com/image/200/200/landline-phone/e/f/8/panasonic-kx-tg5511-original-imaeh92rt6gyhdmn.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/e/f/8/panasonic-kx-tg5511-original-imaeh92rt6gyhdmn.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/e/f/8/panasonic-kx-tg5511-original-imaeh92rt6gyhdmn.jpeg?q=90,5960,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg5511-cordless-landline-phone/p/itmea5eg6rbmxnhx?pid=LANEH9A8R9NUZEF8&affid=anoopcomp,0,1
96,LANEGDF7HMCG5GXV,landline_phones,Panasonic KX-TGD310BX Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/g/x/v/panasonic-kx-tgd310bx-original-imaeg9bmeb4hxsjw.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/g/x/v/panasonic-kx-tgd310bx-original-imaeg9bmeb4hxsjw.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/g/x/v/panasonic-kx-tgd310bx-original-imaeg9bmeb4hxsjw.jpeg?q=90,7000,0,Panasonic,https://www.flipkart.com/panasonic-kx-tgd310bx-cordless-landline-phone/p/itmegdf7jua7gykj?pid=LANEGDF7HMCG5GXV&affid=anoopcomp,1,1
97,LANDW85KG97TRCCD,landline_phones,Panasonic PA-KX-TG2713 Cordless Landline Phone(Silver),https://rukminim1.flixcart.com/image/200/200/landline-phone/c/c/d/panasonic-pa-kx-tg2713-original-imadwa6rvjsnf5n8.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/c/c/d/panasonic-pa-kx-tg2713-original-imadwa6rvjsnf5n8.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/c/c/d/panasonic-pa-kx-tg2713-original-imadwa6rvjsnf5n8.jpeg?q=90,9672,0,Panasonic,https://www.flipkart.com/panasonic-pa-kx-tg2713-cordless-landline-phone/p/itmdw85kg4mjnn6v?pid=LANDW85KG97TRCCD&affid=anoopcomp,0,1
98,LANDW2UY4FD6VBUG,landline_phones,Panasonic PA-KX-TG6822 Cordless Landline Phone with Answering Machine(Silver),https://rukminim1.flixcart.com/image/200/200/landline-phone/b/u/g/panasonic-pa-kx-tg6822-original-imadw3j8z6jnqbyz.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/b/u/g/panasonic-pa-kx-tg6822-original-imadw3j8z6jnqbyz.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/b/u/g/panasonic-pa-kx-tg6822-original-imadw3j8z6jnqbyz.jpeg?q=90,9599,0,Panasonic,https://www.flipkart.com/panasonic-pa-kx-tg6822-cordless-landline-phone-answering-machine/p/itmdw2uyhndnz5fg?pid=LANDW2UY4FD6VBUG&affid=anoopcomp,0,1
99,LANEGJZJXR3BGYWF,landline_phones,Sparkle India maharaja telephone Corded Landline Phone with Answering Machine(Brown),https://rukminim1.flixcart.com/image/200/200/landline-phone/y/w/f/sparkle-india-maharaja-telephone-original-imaeggbfzgmw9ywz.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/y/w/f/sparkle-india-maharaja-telephone-original-imaeggbfzgmw9ywz.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/y/w/f/sparkle-india-maharaja-telephone-original-imaeggbfzgmw9ywz.jpeg?q=90,5999,0,Sparkle India,https://www.flipkart.com/sparkle-india-maharaja-telephone-corded-landline-phone-answering-machine/p/itmegjzksukneyvc?pid=LANEGJZJXR3BGYWF&affid=anoopcomp,1,1
100,LANE8NCCQHFZGF2E,landline_phones,GeekGoodies Bikini Corded Landline Phone(Red),https://rukminim1.flixcart.com/image/200/200/landline-phone/f/2/e/geekgoodies-bikini-original-imae8mw9aajshtp7.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/f/2/e/geekgoodies-bikini-original-imae8mw9aajshtp7.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/f/2/e/geekgoodies-bikini-original-imae8mw9aajshtp7.jpeg?q=90,1699,0,GeekGoodies,https://www.flipkart.com/geekgoodies-bikini-corded-landline-phone/p/itme8nccmg6ygdhs?pid=LANE8NCCQHFZGF2E&affid=anoopcomp,1,1
101,LANEF6N2HHKWQ7ZQ,landline_phones,Siddh Present Orientel Jumbo LCD Caller ID KX-T1555 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/j52rrm80/landline-phone/x/q/x/landline-kx-t555-caller-id-phone-inovera-original-imaefgqaz9a2dgfm.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/j52rrm80/landline-phone/x/q/x/landline-kx-t555-caller-id-phone-inovera-original-imaefgqaz9a2dgfm.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/j52rrm80/landline-phone/x/q/x/landline-kx-t555-caller-id-phone-inovera-original-imaefgqaz9a2dgfm.jpeg?q=90,999,0,Siddh,https://www.flipkart.com/siddh-present-orientel-jumbo-lcd-caller-id-kx-t1555-corded-landline-phone/p/itmef6n2wrhzgdch?pid=LANEF6N2HHKWQ7ZQ&affid=anoopcomp,1,1
102,LANEJ2EFKECZHDKH,landline_phones,Alcatel T16 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/d/k/h/alcatel-t16-original-imaejf4gmjf7r9dq.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/d/k/h/alcatel-t16-original-imaejf4gmjf7r9dq.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/d/k/h/alcatel-t16-original-imaejf4gmjf7r9dq.jpeg?q=90,1243,0,Alcatel,https://www.flipkart.com/alcatel-t16-corded-landline-phone/p/itmej2efuz8drfpr?pid=LANEJ2EFKECZHDKH&affid=anoopcomp,1,1
103,LANEJEKAGAQPWBHN,landline_phones,Alcatel T16 Corded Landline Phone(White),https://rukminim1.flixcart.com/image/200/200/landline-phone/b/h/n/alcatel-t16-original-imaej6rctabz3mmg.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/b/h/n/alcatel-t16-original-imaej6rctabz3mmg.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/b/h/n/alcatel-t16-original-imaej6rctabz3mmg.jpeg?q=90,1400,0,Alcatel,https://www.flipkart.com/alcatel-t16-corded-landline-phone/p/itmej2efuz8drfpr?pid=LANEJEKAGAQPWBHN&affid=anoopcomp,1,1
104,LANEJZKMH884ECFH,landline_phones,Oriental KX-T1577CID Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/c/f/h/oriental-kx-t1577cid-original-imaejxz2gxeegygv.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/c/f/h/oriental-kx-t1577cid-original-imaejxz2gxeegygv.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/c/f/h/oriental-kx-t1577cid-original-imaejxz2gxeegygv.jpeg?q=90,1500,0,Oriental,https://www.flipkart.com/oriental-kx-t1577cid-corded-landline-phone/p/itmejzkmzpng5kub?pid=LANEJZKMH884ECFH&affid=anoopcomp,1,1
105,LANDXEM8D9MUNGWF,landline_phones,Beetel M18 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/g/w/f/beetel-m18-original-imadxgj8phuzq6br.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/g/w/f/beetel-m18-original-imadxgj8phuzq6br.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/g/w/f/beetel-m18-original-imadxgj8phuzq6br.jpeg?q=90,979,0,Beetel,https://www.flipkart.com/beetel-m18-corded-landline-phone/p/itmdxem88ffpcmcf?pid=LANDXEM8D9MUNGWF&affid=anoopcomp,1,1
106,LANEFFGHV8B4HQ5N,landline_phones,WIRECELL WIRECELL-1T Corded Landline Phone(MULTIPLE COLORS),https://rukminim1.flixcart.com/image/200/200/landline-phone/q/5/n/wirecell-wirecell-1t-original-imaeffhshv4hdac2.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/q/5/n/wirecell-wirecell-1t-original-imaeffhshv4hdac2.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/q/5/n/wirecell-wirecell-1t-original-imaeffhshv4hdac2.jpeg?q=90,5500,0,WIRECELL,https://www.flipkart.com/wirecell-wirecell-1t-corded-landline-phone/p/itmeffghuza2gzre?pid=LANEFFGHV8B4HQ5N&affid=anoopcomp,0,1
107,LANEGUGEKCK7JBES,landline_phones,"Motorola D502 TWIN Cordless Landline Phone(Black, Silver)",https://rukminim1.flixcart.com/image/200/200/landline-phone/b/e/s/motorola-d502-twin-original-imaegub97fhh6tnz.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/b/e/s/motorola-d502-twin-original-imaegub97fhh6tnz.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/b/e/s/motorola-d502-twin-original-imaegub97fhh6tnz.jpeg?q=90,4790,0,Motorola,https://www.flipkart.com/motorola-d502-twin-cordless-landline-phone/p/itmegugemkcf8szy?pid=LANEGUGEKCK7JBES&affid=anoopcomp,0,1
108,LANED9U7V3Z2ZAUE,landline_phones,Motorola D1001 Cordless Landline Phone(White),https://rukminim1.flixcart.com/image/200/200/landline-phone/a/u/e/motorola-d1001-original-imaed9qr6asu8zdg.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/a/u/e/motorola-d1001-original-imaed9qr6asu8zdg.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/a/u/e/motorola-d1001-original-imaed9qr6asu8zdg.jpeg?q=90,2750,0,Motorola,https://www.flipkart.com/motorola-d1001-cordless-landline-phone/p/itmed9u7cpbwvn8k?pid=LANED9U7V3Z2ZAUE&affid=anoopcomp,0,1
109,LANE6YVWJWH6HQM5,landline_phones,Talktel F-10 Si Corded Landline Phone(Silver),https://rukminim1.flixcart.com/image/200/200/landline-phone/q/m/5/talktel-f-10-si-original-imae5ux2kdbhuetw.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/q/m/5/talktel-f-10-si-original-imae5ux2kdbhuetw.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/q/m/5/talktel-f-10-si-original-imae5ux2kdbhuetw.jpeg?q=90,1399,0,Talktel,https://www.flipkart.com/talktel-f-10-si-corded-landline-phone/p/itme6yvwceqwj3s7?pid=LANE6YVWJWH6HQM5&affid=anoopcomp,0,1
110,LANE8N22M3A2HYN3,landline_phones,GeekGoodies Toilet Shape Corded Landline Phone(Blue),https://rukminim1.flixcart.com/image/200/200/landline-phone/y/n/3/geekgoodies-toilet-shape-original-imae8mtsgsfjxapm.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/y/n/3/geekgoodies-toilet-shape-original-imae8mtsgsfjxapm.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/y/n/3/geekgoodies-toilet-shape-original-imae8mtsgsfjxapm.jpeg?q=90,1999,0,GeekGoodies,https://www.flipkart.com/geekgoodies-toilet-shape-corded-landline-phone/p/itme8n22g5yjae6e?pid=LANE8N22M3A2HYN3&affid=anoopcomp,0,1
111,LANEGTMKPAFDSH82,landline_phones,Motorola C1001LBI Cordless Landline Phone(White),https://rukminim1.flixcart.com/image/200/200/landline-phone/h/8/2/motorola-c1001lbi-original-imaegtfdpnthazhe.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/h/8/2/motorola-c1001lbi-original-imaegtfdpnthazhe.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/h/8/2/motorola-c1001lbi-original-imaegtfdpnthazhe.jpeg?q=90,1690,0,Motorola,https://www.flipkart.com/motorola-c1001lbi-cordless-landline-phone/p/itmeg2qaqhzzbhdw?pid=LANEGTMKPAFDSH82&affid=anoopcomp,0,1
112,LANEJZZVY8FZTYKY,landline_phones,Motorola C 1001 LI Cordless Landline Phone(White),https://rukminim1.flixcart.com/image/200/200/landline-phone/y/k/y/motorola-c-1001-li-white-original-imaejyhykzmjnpar.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/y/k/y/motorola-c-1001-li-white-original-imaejyhykzmjnpar.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/y/k/y/motorola-c-1001-li-white-original-imaejyhykzmjnpar.jpeg?q=90,1790,0,Motorola,https://www.flipkart.com/motorola-c-1001-li-cordless-landline-phone/p/itmejzzvsggdzhfb?pid=LANEJZZVY8FZTYKY&affid=anoopcomp,0,1
113,LANE37GFVXFTCMNH,landline_phones,Panasonic PA-KX-TG5776 Cordless Landline Phone with Answering Machine(White),https://rukminim1.flixcart.com/image/200/200/landline-phone/m/n/h/panasonic-pa-kx-tg5776-original-imae37djcxtbjueh.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/m/n/h/panasonic-pa-kx-tg5776-original-imae37djcxtbjueh.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/m/n/h/panasonic-pa-kx-tg5776-original-imae37djcxtbjueh.jpeg?q=90,7990,0,Panasonic,https://www.flipkart.com/panasonic-pa-kx-tg5776-cordless-landline-phone-answering-machine/p/itme37gfubghhjhy?pid=LANE37GFVXFTCMNH&affid=anoopcomp,1,1
114,LANEF7X3ZMV72AZW,landline_phones,Panasonic PA-KX-TG1313 Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/a/z/w/panasonic-pa-kx-tg1313-original-imaef7x2jva4veus.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/a/z/w/panasonic-pa-kx-tg1313-original-imaef7x2jva4veus.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/a/z/w/panasonic-pa-kx-tg1313-original-imaef7x2jva4veus.jpeg?q=90,7177,0,Panasonic,https://www.flipkart.com/panasonic-pa-kx-tg1313-cordless-landline-phone/p/itmef7x3x4ggp2aw?pid=LANEF7X3ZMV72AZW&affid=anoopcomp,0,1
115,LANDRDRNXWHFZK7E,landline_phones,Panasonic KX-TG 6521/03 Cordless Landline Phone with Answering Machine(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/k/7/e/panasonic-kx-tg-6521-03-original-imadnghvcsrgxtsk.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/k/7/e/panasonic-kx-tg-6521-03-original-imadnghvcsrgxtsk.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/k/7/e/panasonic-kx-tg-6521-03-original-imadnghvcsrgxtsk.jpeg?q=90,5800,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg-6521-03-cordless-landline-phone-answering-machine/p/itmdrdrxsehg3nvx?pid=LANDRDRNXWHFZK7E&affid=anoopcomp,0,1
116,LANDRYS4WVNGJ97B,landline_phones,Panasonic KX-TG 1614 Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/9/7/b/panasonic-kx-tg-1614-original-imadrvavzqgkcnh8.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/9/7/b/panasonic-kx-tg-1614-original-imadrvavzqgkcnh8.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/9/7/b/panasonic-kx-tg-1614-original-imadrvavzqgkcnh8.jpeg?q=90,7995,0,Panasonic,https://www.flipkart.com/panasonic-kx-tg-1614-cordless-landline-phone/p/itmdrysbgcwyutpv?pid=LANDRYS4WVNGJ97B&affid=anoopcomp,0,1
117,LANEYXA54NCFY8FM,landline_phones,Panasonic PA-KX-TG-5511 Cordless Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/8/f/m/panasonic-pa-kx-tg-5511-original-imaeyx4nv7djrnma.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/8/f/m/panasonic-pa-kx-tg-5511-original-imaeyx4nv7djrnma.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/8/f/m/panasonic-pa-kx-tg-5511-original-imaeyx4nv7djrnma.jpeg?q=90,5089,0,Panasonic,https://www.flipkart.com/panasonic-pa-kx-tg-5511-cordless-landline-phone/p/itmeyxa5dgt3maxq?pid=LANEYXA54NCFY8FM&affid=anoopcomp,0,1
118,LANEDFF73FFSA37J,landline_phones,Alcatel T-76 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/3/7/j/alcatel-t-76-original-imaedyg6yfdxh6fg.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/3/7/j/alcatel-t-76-original-imaedyg6yfdxh6fg.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/3/7/j/alcatel-t-76-original-imaedyg6yfdxh6fg.jpeg?q=90,3500,0,Alcatel,https://www.flipkart.com/alcatel-t-76-corded-landline-phone/p/itmedff7mzmm6ahg?pid=LANEDFF73FFSA37J&affid=anoopcomp,0,1
119,LANEB3X8HBPJZE4W,landline_phones,MRPTS-MICROTEL GT-1 Corded Landline Phone(White),https://rukminim1.flixcart.com/image/200/200/landline-phone/e/4/w/mrpts-microtel-gt-1-original-imaeb3m4ahyh2paz.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/e/4/w/mrpts-microtel-gt-1-original-imaeb3m4ahyh2paz.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/e/4/w/mrpts-microtel-gt-1-original-imaeb3m4ahyh2paz.jpeg?q=90,3999,0,MRPTS-MICROTEL,https://www.flipkart.com/mrpts-microtel-gt-1-corded-landline-phone/p/itmeb3x82we99nhr?pid=LANEB3X8HBPJZE4W&affid=anoopcomp,0,1
120,LANEG5FWJJEWZRDW,landline_phones,Pramoda PT22 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/r/d/w/pramoda-pt22-original-imaeg3yhspg862rg.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/r/d/w/pramoda-pt22-original-imaeg3yhspg862rg.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/r/d/w/pramoda-pt22-original-imaeg3yhspg862rg.jpeg?q=90,479,0,Pramoda,https://www.flipkart.com/pramoda-pt22-corded-landline-phone/p/itmeg5fwtsksfnf6?pid=LANEG5FWJJEWZRDW&affid=anoopcomp,1,1
121,LANEG7PBZVE7CWRU,landline_phones,Pramoda PT 88 Corded Landline Phone(Black),https://rukminim1.flixcart.com/image/200/200/landline-phone/w/r/u/pramoda-pt-88-original-imaeg3ynk7cqa57m.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/landline-phone/w/r/u/pramoda-pt-88-original-imaeg3ynk7cqa57m.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/landline-phone/w/r/u/pramoda-pt-88-original-imaeg3ynk7cqa57m.jpeg?q=90,800,0,Pramoda,https://www.flipkart.com/pramoda-pt-88-corded-landline-phone/p/itmeg7pbphyp9hcz?pid=LANEG7PBZVE7CWRU&affid=anoopcomp,0,1
122,LANEDNU5UEYSMSFE,landline_phones,Tootpado Phone Booth Design Corded Landline Telephone - Novelty Home Decor Creative Fixed Corded Lan,https://rukminim1.flixcart.com/image/200/200/j95y4cw0/landline-phone/g/n/s/landline-telephone-london-phone-booth-shape-red-elej032-office-original-imaednsvtdhhym4a.jpeg?q=90,https://rukminim1.flixcart.com/image/400/400/j95y4cw0/landline-phone/g/n/s/landline-telephone-london-phone-booth-shape-red-elej032-office-original-imaednsvtdhhym4a.jpeg?q=90,https://rukminim1.flixcart.com/image/800/800/j95y4cw0/landline-phone/g/n/s/landline-telephone-london-phone-booth-shape-red-elej032-office-original-imaednsvtdhhym4a.jpeg?q=90,1699,0,Tootpado,https://www.flipkart.com/tootpado-phone-booth-design-corded-landline-telephone-novelty-home-decor-creative-fixed/p/itmednu5vtjgf4wz?pid=LANEDNU5UEYSMSFE&affid=anoopcomp,0,1
